8	1420730110
89	1421423160
89	1421428304
89	1421445870
163	1422355835
126	1422461201
7	1423149846
31	1423741303
31	1423752753
84	1423826119
84	1423826582
84	1423830983
84	1423833444
69	1423837182
69	1423840175
69	1423842073
84	1423843288
69	1423843844
69	1423847382
69	1423848875
84	1423851155
84	1423852148
69	1423854216
69	1423862299
84	1423862943
84	1423877729
69	1423923040
36	1425970697
160	1425970697
160	1426045308
5	1426149124
101	1426151650
128	1426217756
95	1426223675
158	1426232580
31	1426484647
45	1426670119
109	1426746815
45	1426748367
136	1426749621
45	1426753309
45	1426754873
45	1426759468
131	1427900294
131	1427906497
79	1427938335
24	1427973331
159	1428801169
159	1428807596
44	1428967336
44	1428968449
12	1429595302
128	1430501059
27	1430501061
119	1430501061
113	1430501061
47	1430501061
121	1430501108
110	1430501108
157	1430501108
134	1430501109
70	1430501128
136	1430501128
75	1430501129
40	1430501129
63	1430501129
153	1430501129
104	1430501130
58	1430501131
109	1430501131
1	1430501152
147	1430501153
28	1430501154
8	1430501154
85	1430501154
140	1430501155
97	1430501155
13	1430501155
93	1430501155
102	1430501173
60	1430501174
152	1430501174
16	1430501174
105	1430501215
163	1430501215
142	1430501215
155	1430501217
92	1430501217
15	1430501229
129	1430501263
42	1430501263
130	1430501275
112	1430501275
0	1430505130
22	1430505130
156	1430505130
51	1430505130
162	1430505130
11	1430505130
125	1430505130
4	1430505130
103	1430505140
2	1430505171
18	1430505191
115	1430505201
19	1430505201
108	1430505224
116	1430505284
6	1430505311
74	1430505311
29	1430505320
138	1430505321
122	1430505341
75	1430505343
78	1430505401
82	1430505403
111	1430505411
107	1430505411
100	1430505432
143	1430505442
59	1430505460
28	1430505470
39	1430505472
60	1430505492
102	1430505522
124	1430505522
144	1430505522
90	1430505522
55	1430505524
105	1430505532
67	1430505554
145	1430505554
153	1430505554
148	1430505614
80	1430505672
27	1430508501
119	1430508501
128	1430508501
49	1430508504
47	1430508504
113	1430508507
110	1430508508
95	1430508510
134	1430508510
157	1430508510
37	1430508510
46	1430508514
26	1430508514
66	1430508514
98	1430508514
64	1430508514
25	1430508514
121	1430508515
147	1430508515
8	1430508515
70	1430508515
1	1430508515
104	1430508515
10	1430508518
48	1430508518
94	1430508518
137	1430508518
83	1430508521
73	1430508521
140	1430508539
50	1430508539
97	1430508539
13	1430508539
99	1430508539
91	1430508539
152	1430508539
12	1430508539
149	1430508539
142	1430508539
109	1430508539
136	1430508539
163	1430508540
155	1430508540
58	1430508540
63	1430508540
40	1430508544
62	1430508544
93	1430508544
85	1430508544
92	1430508544
72	1430508544
16	1430508544
130	1430508631
127	1430508631
112	1430508631
129	1430508631
42	1430508631
30	1430508631
15	1430508631
17	1434091832
10	1434093872
68	1435214999
68	1435249497
68	1435251249
68	1435251613
77	1435562233
77	1435563423
77	1435564170
77	1435567377
10	1435646668
65	1440533120
65	1440554773
65	1440556055
160	1440734758
84	1441174619
84	1441576424
123	1441698650
84	1441802096
3	1442845279
3	1442847423
41	1443496804
38	1444985739
65	1447234855
96	1448469397
35	1449047114
151	1449118378
7	1449123069
151	1449199213
57	1449205110
28	1449648325
7	1450262226
117	1452378997
101	1455289269
