21	1427502322
21	1428617348
0	1428813656
52	1428813656
67	1428813686
81	1428813686
13	1428813686
14	1428813686
32	1428813686
55	1428813686
59	1428813686
10	1428813686
71	1428813686
38	1428813686
51	1428813686
85	1428813686
39	1428813686
89	1428813686
26	1428813686
28	1428813686
4	1428813686
8	1428813686
62	1428813686
1	1428813686
87	1428813686
80	1428813686
11	1428813686
2	1428813719
15	1428813719
48	1428813719
19	1428813719
29	1428813719
90	1428813719
74	1428813719
75	1428813719
53	1428813719
57	1428813727
42	1428813727
33	1428813728
47	1428813728
60	1428813728
65	1428813728
61	1428813728
21	1429239923
50	1430501155
12	1430505284
50	1430505460
78	1431394007
66	1432457049
35	1432627696
22	1435412365
22	1435416243
25	1437017359
7	1437096003
7	1437829139
76	1438413810
31	1438680010
91	1438685606
7	1439980493
7	1441523666
23	1444716191
86	1446883284
86	1446891888
69	1446896855
88	1447391916
88	1447392331
85	1449208245
69	1449596666
69	1449607776
69	1449738520
69	1449742474
30	1450433280
73	1451020347
5	1451318627
34	1455700270
20	1455736735
3	1455971459
24	1456921964
27	1457248838
92	1459204887
72	1459988753
41	1468922410
41	1469440432
45	1472190904
70	1472214190
77	1473201408
84	1474340261
84	1474491737
56	1474970962
82	1476046690
16	1476856505
54	1479965254
